Country,Region,Date,Confirmed,Deaths,Recovered,Confirmed_1_Boost,Confirmed_2_Boost,Confirmed_3_Boost,Confirmed_4_Boost,Confirmed_5_Boost,Confirmed_6_Boost,Confirmed_7_Boost,Confirmed_8_Boost,Confirmed_9_Boost,Confirmed_10_Boost,Confirmed_11_Boost,Confirmed_12_Boost,Confirmed_13_Boost,Confirmed_14_Boost,Confirmed_15_Boost,Confirmed_16_Boost,Confirmed_17_Boost,Confirmed_18_Boost,Confirmed_19_Boost,Confirmed_20_Boost,Confirmed_21_Boost,Confirmed_22_Boost,Confirmed_23_Boost,Confirmed_24_Boost,Confirmed_25_Boost,Confirmed_26_Boost,Confirmed_27_Boost,Confirmed_28_Boost,Confirmed_29_Boost,Confirmed_30_Boost,Deaths_1_Boost,Deaths_2_Boost,Deaths_3_Boost,Deaths_4_Boost,Deaths_5_Boost,Deaths_6_Boost,Deaths_7_Boost,Deaths_8_Boost,Deaths_9_Boost,Deaths_10_Boost,Deaths_11_Boost,Deaths_12_Boost,Deaths_13_Boost,Deaths_14_Boost,Deaths_15_Boost,Deaths_16_Boost,Deaths_17_Boost,Deaths_18_Boost,Deaths_19_Boost,Deaths_20_Boost,Deaths_21_Boost,Deaths_22_Boost,Deaths_23_Boost,Deaths_24_Boost,Deaths_25_Boost,Deaths_26_Boost,Deaths_27_Boost,Deaths_28_Boost,Deaths_29_Boost,Deaths_30_Boost,Recovered_1_Boost,Recovered_2_Boost,Recovered_3_Boost,Recovered_4_Boost,Recovered_5_Boost,Recovered_6_Boost,Recovered_7_Boost,Recovered_8_Boost,Recovered_9_Boost,Recovered_10_Boost,Recovered_11_Boost,Recovered_12_Boost,Recovered_13_Boost,Recovered_14_Boost,Recovered_15_Boost,Recovered_16_Boost,Recovered_17_Boost,Recovered_18_Boost,Recovered_19_Boost,Recovered_20_Boost,Recovered_21_Boost,Recovered_22_Boost,Recovered_23_Boost,Recovered_24_Boost,Recovered_25_Boost,Recovered_26_Boost,Recovered_27_Boost,Recovered_28_Boost,Recovered_29_Boost,Recovered_30_Boost,Confirmed_1_GDGM,Confirmed_2_GDGM,Confirmed_3_GDGM,Confirmed_4_GDGM,Confirmed_5_GDGM,Confirmed_6_GDGM,Confirmed_7_GDGM,Confirmed_8_GDGM,Deaths_1_GDGM,Deaths_2_GDGM,Deaths_3_GDGM,Deaths_4_GDGM,Deaths_5_GDGM,Deaths_6_GDGM,Deaths_7_GDGM,Deaths_8_GDGM,Recovered_1_GDGM,Recovered_2_GDGM,Recovered_3_GDGM,Recovered_4_GDGM,Recovered_5_GDGM,Recovered_6_GDGM,Recovered_7_GDGM,Recovered_8_GDGM,Confirmed_1_RNN,Deaths_1_RNN,Recovered_1_RNN,Confirmed_2_RNN,Deaths_2_RNN,Recovered_2_RNN,Confirmed_3_RNN,Deaths_3_RNN,Recovered_3_RNN,Confirmed_4_RNN,Deaths_4_RNN,Recovered_4_RNN,Confirmed_5_RNN,Deaths_5_RNN,Recovered_5_RNN,Confirmed_6_RNN,Deaths_6_RNN,Recovered_6_RNN,Confirmed_7_RNN,Deaths_7_RNN,Recovered_7_RNN,Confirmed_8_RNN,Deaths_8_RNN,Recovered_8_RNN,Confirmed_9_RNN,Deaths_9_RNN,Recovered_9_RNN,Confirmed_10_RNN,Deaths_10_RNN,Recovered_10_RNN,Confirmed_11_RNN,Deaths_11_RNN,Recovered_11_RNN,Confirmed_12_RNN,Deaths_12_RNN,Recovered_12_RNN,Confirmed_13_RNN,Deaths_13_RNN,Recovered_13_RNN,Confirmed_14_RNN,Deaths_14_RNN,Recovered_14_RNN,Confirmed_15_RNN,Deaths_15_RNN,Recovered_15_RNN,Confirmed_16_RNN,Deaths_16_RNN,Recovered_16_RNN,Confirmed_17_RNN,Deaths_17_RNN,Recovered_17_RNN,Confirmed_18_RNN,Deaths_18_RNN,Recovered_18_RNN,Confirmed_19_RNN,Deaths_19_RNN,Recovered_19_RNN,Confirmed_20_RNN,Deaths_20_RNN,Recovered_20_RNN,Confirmed_21_RNN,Deaths_21_RNN,Recovered_21_RNN,Confirmed_22_RNN,Deaths_22_RNN,Recovered_22_RNN,Confirmed_23_RNN,Deaths_23_RNN,Recovered_23_RNN,Confirmed_24_RNN,Deaths_24_RNN,Recovered_24_RNN,Confirmed_25_RNN,Deaths_25_RNN,Recovered_25_RNN,Confirmed_26_RNN,Deaths_26_RNN,Recovered_26_RNN,Confirmed_27_RNN,Deaths_27_RNN,Recovered_27_RNN,Confirmed_28_RNN,Deaths_28_RNN,Recovered_28_RNN,Confirmed_29_RNN,Deaths_29_RNN,Recovered_29_RNN,Confirmed_30_RNN,Deaths_30_RNN,Recovered_30_RNN,Confirmed_1_SEIIHURD,Deaths_1_SEIIHURD,Recovered_1_SEIIHURD,Confirmed_2_SEIIHURD,Deaths_2_SEIIHURD,Recovered_2_SEIIHURD,Confirmed_3_SEIIHURD,Deaths_3_SEIIHURD,Recovered_3_SEIIHURD,Confirmed_4_SEIIHURD,Deaths_4_SEIIHURD,Recovered_4_SEIIHURD,Confirmed_5_SEIIHURD,Deaths_5_SEIIHURD,Recovered_5_SEIIHURD,Confirmed_6_SEIIHURD,Deaths_6_SEIIHURD,Recovered_6_SEIIHURD,Confirmed_7_SEIIHURD,Deaths_7_SEIIHURD,Recovered_7_SEIIHURD,Confirmed_8_SEIIHURD,Deaths_8_SEIIHURD,Recovered_8_SEIIHURD,Confirmed_9_SEIIHURD,Deaths_9_SEIIHURD,Recovered_9_SEIIHURD,Confirmed_10_SEIIHURD,Deaths_10_SEIIHURD,Recovered_10_SEIIHURD,Confirmed_11_SEIIHURD,Deaths_11_SEIIHURD,Recovered_11_SEIIHURD,Confirmed_12_SEIIHURD,Deaths_12_SEIIHURD,Recovered_12_SEIIHURD,Confirmed_13_SEIIHURD,Deaths_13_SEIIHURD,Recovered_13_SEIIHURD,Confirmed_14_SEIIHURD,Deaths_14_SEIIHURD,Recovered_14_SEIIHURD,Confirmed_15_SEIIHURD,Deaths_15_SEIIHURD,Recovered_15_SEIIHURD,Confirmed_16_SEIIHURD,Deaths_16_SEIIHURD,Recovered_16_SEIIHURD,Confirmed_17_SEIIHURD,Deaths_17_SEIIHURD,Recovered_17_SEIIHURD,Confirmed_18_SEIIHURD,Deaths_18_SEIIHURD,Recovered_18_SEIIHURD,Confirmed_19_SEIIHURD,Deaths_19_SEIIHURD,Recovered_19_SEIIHURD,Confirmed_20_SEIIHURD,Deaths_20_SEIIHURD,Recovered_20_SEIIHURD,Confirmed_21_SEIIHURD,Deaths_21_SEIIHURD,Recovered_21_SEIIHURD,Confirmed_22_SEIIHURD,Deaths_22_SEIIHURD,Recovered_22_SEIIHURD,Confirmed_23_SEIIHURD,Deaths_23_SEIIHURD,Recovered_23_SEIIHURD,Confirmed_24_SEIIHURD,Deaths_24_SEIIHURD,Recovered_24_SEIIHURD,Confirmed_25_SEIIHURD,Deaths_25_SEIIHURD,Recovered_25_SEIIHURD,Confirmed_26_SEIIHURD,Deaths_26_SEIIHURD,Recovered_26_SEIIHURD,Confirmed_27_SEIIHURD,Deaths_27_SEIIHURD,Recovered_27_SEIIHURD,Confirmed_28_SEIIHURD,Deaths_28_SEIIHURD,Recovered_28_SEIIHURD,Confirmed_29_SEIIHURD,Deaths_29_SEIIHURD,Recovered_29_SEIIHURD,Confirmed_30_SEIIHURD,Deaths_30_SEIIHURD,Recovered_30_SEIIHURD,Confirmed_1_SEIR,Deaths_1_SEIR,Recovered_1_SEIR,Confirmed_2_SEIR,Deaths_2_SEIR,Recovered_2_SEIR,Confirmed_3_SEIR,Deaths_3_SEIR,Recovered_3_SEIR,Confirmed_4_SEIR,Deaths_4_SEIR,Recovered_4_SEIR,Confirmed_5_SEIR,Deaths_5_SEIR,Recovered_5_SEIR,Confirmed_6_SEIR,Deaths_6_SEIR,Recovered_6_SEIR,Confirmed_7_SEIR,Deaths_7_SEIR,Recovered_7_SEIR,Confirmed_8_SEIR,Deaths_8_SEIR,Recovered_8_SEIR,Confirmed_9_SEIR,Deaths_9_SEIR,Recovered_9_SEIR,Confirmed_10_SEIR,Deaths_10_SEIR,Recovered_10_SEIR,Confirmed_11_SEIR,Deaths_11_SEIR,Recovered_11_SEIR,Confirmed_12_SEIR,Deaths_12_SEIR,Recovered_12_SEIR,Confirmed_13_SEIR,Deaths_13_SEIR,Recovered_13_SEIR,Confirmed_14_SEIR,Deaths_14_SEIR,Recovered_14_SEIR,Confirmed_15_SEIR,Deaths_15_SEIR,Recovered_15_SEIR,Confirmed_16_SEIR,Deaths_16_SEIR,Recovered_16_SEIR,Confirmed_17_SEIR,Deaths_17_SEIR,Recovered_17_SEIR,Confirmed_18_SEIR,Deaths_18_SEIR,Recovered_18_SEIR,Confirmed_19_SEIR,Deaths_19_SEIR,Recovered_19_SEIR,Confirmed_20_SEIR,Deaths_20_SEIR,Recovered_20_SEIR,Confirmed_21_SEIR,Deaths_21_SEIR,Recovered_21_SEIR,Confirmed_22_SEIR,Deaths_22_SEIR,Recovered_22_SEIR,Confirmed_23_SEIR,Deaths_23_SEIR,Recovered_23_SEIR,Confirmed_24_SEIR,Deaths_24_SEIR,Recovered_24_SEIR,Confirmed_25_SEIR,Deaths_25_SEIR,Recovered_25_SEIR,Confirmed_26_SEIR,Deaths_26_SEIR,Recovered_26_SEIR,Confirmed_27_SEIR,Deaths_27_SEIR,Recovered_27_SEIR,Confirmed_28_SEIR,Deaths_28_SEIR,Recovered_28_SEIR,Confirmed_29_SEIR,Deaths_29_SEIR,Recovered_29_SEIR,Confirmed_30_SEIR,Deaths_30_SEIR,Recovered_30_SEIR,Confirmed_1_SIRDp,Deaths_1_SIRDp,Recovered_1_SIRDp,Confirmed_5_SIRDp,Deaths_5_SIRDp,Recovered_5_SIRDp,Confirmed_30_SIRDp,Deaths_30_SIRDp,Recovered_30_SIRDp,Confirmed_1_SIRFp,Deaths_1_SIRFp,Recovered_1_SIRFp,Confirmed_5_SIRFp,Deaths_5_SIRFp,Recovered_5_SIRFp,Confirmed_30_SIRFp,Deaths_30_SIRFp,Recovered_30_SIRFp,Confirmed_1_SIRp,Deaths_1_SIRp,Recovered_1_SIRp,Confirmed_5_SIRp,Deaths_5_SIRp,Recovered_5_SIRp,Confirmed_30_SIRp,Deaths_30_SIRp,Recovered_30_SIRp
US,,2020-04-28,1012582,58355,115936,,,,,,,1126843.0,1106769.0,1142867.0,1253442.0,1622253.0,1367472.0,1757222.0,1268243.0,1258675.0,1782973.0,1438674.0,1773828.0,1511475.0,1558593.0,,,,,,,,,,,,,,,,,70711.0,61478.0,62690.0,91368.0,73548.0,84376.0,90091.0,70138.0,64647.0,63168.0,62305.0,71376.0,64023.0,74131.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,971506.0,991166.0,,,,,,,55226.0,55208.0,,,,,,,,,,,,,,,,,,,,,,,,,,,982210.6875,52809.84765625,138073.40625,,,,,,,,,,,,,,,,926916.875,44953.40234375,182067.625,,,,,,,,,,,,,,,,,,,889559.9375,28187.576171875,197294.09375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,922721.2793922641,33242.66748178451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1812003.5505463104,54615.46275972339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1027615.6489742141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1118851.3902700548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,,2020-04-29,1039909,60967,120720,,,,,,,,1188498.0,1161535.0,1198854.0,1329009.0,1784578.0,1437610.0,1937980.0,1340035.0,1331069.0,1911891.0,1526238.0,1997745.0,1607978.0,1660839.0,,,,,,,,,,,,,,,,,80915.0,64452.0,65678.0,126017.0,78514.0,89559.0,96774.0,73344.0,67714.0,67103.0,65493.0,77569.0,67452.0,79220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,997839.0,,,,,,,,57041.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002300.0,53711.23828125,149112.453125,,,,,,,,,,,,,,,,938025.6875,45485.1875,196338.96875,,,,,,,,,,,,,,,,,,,898821.3125,28187.599609375,200929.046875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,944874.5380585741,34402.470944207555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1937067.47625104,58701.22628908829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1058090.7779272106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1158313.421393552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,,2020-04-30,1069424,62996,153947,,,,,,,,,1243723.0,1219500.0,1257981.0,1407104.0,1925055.0,1512237.0,2139423.0,1416487.0,1407969.0,2037577.0,1618442.0,2132913.0,1711541.0,1771854.0,,,,,,,,,,,,,,,,,85161.0,67574.0,68823.0,164425.0,83813.0,93354.0,106495.0,76732.0,71830.0,70293.0,69047.0,82312.0,71110.0,85982.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1022582.5625,54488.94921875,160694.4375,,,,,,,,,,,,,,,,947813.8125,45981.75390625,210883.359375,,,,,,,,,,,,,,,,,,,907051.375,28187.626953125,203784.734375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,966834.8954901932,35554.433480242435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2069724.7663383528,63045.465933287815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1088638.986816096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1198312.7860075692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,,2020-05-01,1103461,64943,164015,,,,,,,,,,1319617.0,1280853.0,1318736.0,1485169.0,2076751.0,1595471.0,2385664.0,1497897.0,1488482.0,2174147.0,1717144.0,2276143.0,1822666.0,1890865.0,,,,,,,,,,,,,,,,,98306.0,70852.0,71984.0,186039.0,89467.0,97342.0,114391.0,80311.0,76222.0,74496.0,72647.0,87338.0,75010.0,93350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1042984.8125,55145.87109375,172760.890625,,,,,,,,,,,,,,,,956384.75,46445.21875,225518.625,,,,,,,,,,,,,,,,,,,914345.125,28187.64453125,205983.109375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,988603.2377122564,36698.245094691076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2210380.3820561334,67663.23879680029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1119260.2212549779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1238857.2771353768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,,2020-05-02,1132539,66369,175382,,,,,,,,,,,1380876.0,1345797.0,1383866.0,1573650.0,2288886.0,1683905.0,2538186.0,1584584.0,1575840.0,2298672.0,1822788.0,2387892.0,1941891.0,2016109.0,,,,,,,,,,,,,,,,,101846.0,74293.0,75314.0,249134.0,95498.0,103051.0,123416.0,84092.0,79886.0,78697.0,76637.0,92457.0,79169.0,98541.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1063395.625,55689.25,185232.65625,,,,,,,,,,,,,,,,963848.8125,46877.59375,240044.140625,,,,,,,,,,,,,,,,,,,920792.9375,28187.65234375,207642.859375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010180.4806064124,37833.85140963111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2359453.6126009976,72570.33604605976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1149954.4035726832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1279952.6827967134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,,2020-05-03,1158040,67682,180152,,,,,,,,,,,,1450003.0,1418728.0,1452779.0,1663591.0,2525581.0,1771803.0,2807303.0,1676886.0,1668677.0,2442767.0,1935849.0,2555091.0,2069787.0,2149396.0,,,,,,,,,,,,,,,,,106398.0,77906.0,78822.0,339196.0,101933.0,109084.0,134558.0,88088.0,84714.0,83169.0,80866.0,97328.0,83605.0,103124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1083679.125,56129.3359375,198007.453125,,,,,,,,,,,,,,,,970318.125,47280.77734375,254252.734375,,,,,,,,,,,,,,,,,,,926481.25,28187.658203125,208872.40625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1031567.5299244685,38961.111320257834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2517377.564617128,77783.29596626808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1180721.4629551128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1321605.389228331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,,2020-05-04,1180375,68922,187180,,,,,,,,,,,,,1595890.0,1496302.0,1523584.0,1779271.0,2685933.0,1865462.0,3080918.0,1775162.0,1766137.0,2584444.0,2056831.0,2706526.0,2206970.0,2292475.0,,,,,,,,,,,,,,,,,112248.0,81776.0,82518.0,366587.0,108798.0,115703.0,145205.0,92309.0,88783.0,88264.0,85349.0,105998.0,88333.0,111089.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1103685.75,56478.1796875,210960.953125,,,,,,,,,,,,,,,,975901.875,47656.60546875,264741.1875,,,,,,,,,,,,,,,,,,,931489.8125,28187.66015625,209766.46875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1052765.299998857,40079.86741922025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2684598.4412047383,83319.4146916533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1211561.3273775154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1363823.5411338513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,,2020-05-05,1204351,71064,189791,,,,,,,,,,,,,,1682718.0,1578820.0,1598606.0,1884546.0,2899701.0,1965923.0,3352590.0,1879178.0,1871585.0,2885085.0,2186272.0,2904380.0,2354092.0,2446441.0,,,,,,,,,,,,,,,,,122036.0,85844.0,86412.0,401228.0,116121.0,133066.0,155115.0,96771.0,93106.0,92703.0,89928.0,112118.0,93373.0,120488.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1123261.375,56748.63671875,223948.15625,,,,,,,,,,,,,,,,980704.1875,48006.7890625,276238.5625,,,,,,,,,,,,,,,,,,,935892.8125,28187.662109375,210404.46875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1073774.766319678,41190.02015804778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2861574.866778322,89196.75223473021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1242473.900828924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1406611.767415822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,,2020-05-06,1228603,73431,189910,,,,,,,,,,,,,,,1798827.0,1666606.0,1677400.0,2015696.0,3203628.0,2072930.0,3634108.0,1989877.0,1983684.0,3165829.0,2324746.0,3263221.0,2511852.0,2612347.0,,,,,,,,,,,,,,,,,128722.0,90121.0,90381.0,405244.0,123933.0,154262.0,171418.0,101485.0,98704.0,98054.0,94840.0,118066.0,98745.0,127179.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1142256.625,56953.4453125,236808.53125,,,,,,,,,,,,,,,,984821.5625,48332.97265625,288843.375,,,,,,,,,,,,,,,,,,,939757.75,28187.66015625,210851.078125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1094596.8811461318,42291.448010423795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3048776.6784063987,95434.1374133934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1273459.0643563557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1449981.420264934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,,2020-05-07,1257023,75662,195036,,,,,,,,,,,,,,,,1867413.0,1760004.0,1787506.0,2143507.0,3543272.0,2186912.0,3939334.0,2107682.0,2101627.0,3484416.0,2472864.0,3480986.0,2680999.0,2790293.0,,,,,,,,,,,,,,,,,137313.0,94617.0,94701.0,409489.0,132266.0,180262.0,181228.0,106467.0,103510.0,102868.0,100002.0,125211.0,104472.0,134272.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1160533.875,57104.63671875,249372.21875,,,,,,,,,,,,,,,,988342.625,48636.703125,301225.6875,,,,,,,,,,,,,,,,,,,943146.125,28187.66015625,211157.109375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1115232.6067788266,43384.042423075385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3246683.748075656,102051.16569822973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1304516.6869524324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1493936.6726262209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,,2020-05-08,1283929,77180,198993,,,,,,,,,,,,,,,,,1984042.0,1859379.0,1894034.0,2278633.0,3828431.0,2308324.0,4367466.0,2233039.0,2228924.0,3720560.0,2631275.0,3649862.0,2862328.0,2980034.0,,,,,,,,,,,,,,,,,149324.0,99344.0,99253.0,413975.0,141154.0,212289.0,192208.0,111731.0,109710.0,108972.0,105476.0,132498.0,110575.0,144553.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1177973.75,57213.11328125,261470.125,,,,,,,,,,,,,,,,991346.6875,48919.4453125,313166.625,,,,,,,,,,,,,,,,,,,946113.625,28187.66015625,211361.984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1135682.9763142294,44467.77759051249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3455784.504867753,109068.19382706402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1335646.7680817838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1538482.1287606875,,,,,,,,,580147.0,75218.0,101546.0,,,,,,,580150.0,75219.0,101548.0,,,,,,,602928.0,,214878.0
US,,2020-05-09,1309550,78795,212534,,,,,,,,,,,,,,,,,,2060241.0,1965120.0,1992462.0,2415325.0,4136745.0,2437647.0,4735670.0,2366425.0,2363350.0,3944331.0,2800518.0,3866649.0,3056691.0,,,,,,,,,,,,,,,,,,160891.0,104314.0,104215.0,418690.0,150634.0,219005.0,212027.0,117294.0,115082.0,114664.0,111245.0,140271.0,116862.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1194477.75,57288.34375,272943.625,,,,,,,,,,,,,,,,993905.125,49182.56640625,324460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1155948.997861535,45542.59852470196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1366849.2802994088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,613887.0,80865.0,107921.0,,,,,,,613889.0,80865.0,107921.0,,,,,,,637331.0,,228793.0
US,,2020-05-10,1329260,79526,216169,,,,,,,,,,,,,,,,,,,2192639.0,2077642.0,2101693.0,2564769.0,4582922.0,2575398.0,5134944.0,2508341.0,2505184.0,4201704.0,2981467.0,4060234.0,,,,,,,,,,,,,,,,,,,164783.0,109539.0,109753.0,423698.0,160745.0,226017.0,226885.0,123173.0,120789.0,120681.0,117401.0,147652.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1209972.75,57338.39453125,283655.9375,,,,,,,,,,,,,,,,996080.3125,49427.375,334946.28125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1176031.6818594388,46608.47899497202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1398123.9708598482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648341.0,86438.0,115170.0,,,,,,,648342.0,86438.0,115170.0,,,,,,,672321.0,,243376.0
