Country,Region,Date,Confirmed,Deaths,Recovered,Confirmed_1_Boost,Confirmed_2_Boost,Confirmed_3_Boost,Confirmed_4_Boost,Confirmed_5_Boost,Confirmed_6_Boost,Confirmed_7_Boost,Confirmed_8_Boost,Confirmed_9_Boost,Confirmed_10_Boost,Confirmed_11_Boost,Confirmed_12_Boost,Confirmed_13_Boost,Confirmed_14_Boost,Confirmed_15_Boost,Confirmed_16_Boost,Confirmed_17_Boost,Confirmed_18_Boost,Confirmed_19_Boost,Confirmed_20_Boost,Confirmed_21_Boost,Confirmed_22_Boost,Confirmed_23_Boost,Confirmed_24_Boost,Confirmed_25_Boost,Confirmed_26_Boost,Confirmed_27_Boost,Confirmed_28_Boost,Confirmed_29_Boost,Confirmed_30_Boost,Deaths_1_Boost,Deaths_2_Boost,Deaths_3_Boost,Deaths_4_Boost,Deaths_5_Boost,Deaths_6_Boost,Deaths_7_Boost,Deaths_8_Boost,Deaths_9_Boost,Deaths_10_Boost,Deaths_11_Boost,Deaths_12_Boost,Deaths_13_Boost,Deaths_14_Boost,Deaths_15_Boost,Deaths_16_Boost,Deaths_17_Boost,Deaths_18_Boost,Deaths_19_Boost,Deaths_20_Boost,Deaths_21_Boost,Deaths_22_Boost,Deaths_23_Boost,Deaths_24_Boost,Deaths_25_Boost,Deaths_26_Boost,Deaths_27_Boost,Deaths_28_Boost,Deaths_29_Boost,Deaths_30_Boost,Recovered_1_Boost,Recovered_2_Boost,Recovered_3_Boost,Recovered_4_Boost,Recovered_5_Boost,Recovered_6_Boost,Recovered_7_Boost,Recovered_8_Boost,Recovered_9_Boost,Recovered_10_Boost,Recovered_11_Boost,Recovered_12_Boost,Recovered_13_Boost,Recovered_14_Boost,Recovered_15_Boost,Recovered_16_Boost,Recovered_17_Boost,Recovered_18_Boost,Recovered_19_Boost,Recovered_20_Boost,Recovered_21_Boost,Recovered_22_Boost,Recovered_23_Boost,Recovered_24_Boost,Recovered_25_Boost,Recovered_26_Boost,Recovered_27_Boost,Recovered_28_Boost,Recovered_29_Boost,Recovered_30_Boost,Confirmed_1_GDGM,Confirmed_2_GDGM,Confirmed_3_GDGM,Confirmed_4_GDGM,Confirmed_5_GDGM,Confirmed_6_GDGM,Confirmed_7_GDGM,Confirmed_8_GDGM,Deaths_1_GDGM,Deaths_2_GDGM,Deaths_3_GDGM,Deaths_4_GDGM,Deaths_5_GDGM,Deaths_6_GDGM,Deaths_7_GDGM,Deaths_8_GDGM,Recovered_1_GDGM,Recovered_2_GDGM,Recovered_3_GDGM,Recovered_4_GDGM,Recovered_5_GDGM,Recovered_6_GDGM,Recovered_7_GDGM,Recovered_8_GDGM,Confirmed_1_RNN,Deaths_1_RNN,Recovered_1_RNN,Confirmed_2_RNN,Deaths_2_RNN,Recovered_2_RNN,Confirmed_3_RNN,Deaths_3_RNN,Recovered_3_RNN,Confirmed_4_RNN,Deaths_4_RNN,Recovered_4_RNN,Confirmed_5_RNN,Deaths_5_RNN,Recovered_5_RNN,Confirmed_6_RNN,Deaths_6_RNN,Recovered_6_RNN,Confirmed_7_RNN,Deaths_7_RNN,Recovered_7_RNN,Confirmed_8_RNN,Deaths_8_RNN,Recovered_8_RNN,Confirmed_9_RNN,Deaths_9_RNN,Recovered_9_RNN,Confirmed_10_RNN,Deaths_10_RNN,Recovered_10_RNN,Confirmed_11_RNN,Deaths_11_RNN,Recovered_11_RNN,Confirmed_12_RNN,Deaths_12_RNN,Recovered_12_RNN,Confirmed_13_RNN,Deaths_13_RNN,Recovered_13_RNN,Confirmed_14_RNN,Deaths_14_RNN,Recovered_14_RNN,Confirmed_15_RNN,Deaths_15_RNN,Recovered_15_RNN,Confirmed_16_RNN,Deaths_16_RNN,Recovered_16_RNN,Confirmed_17_RNN,Deaths_17_RNN,Recovered_17_RNN,Confirmed_18_RNN,Deaths_18_RNN,Recovered_18_RNN,Confirmed_19_RNN,Deaths_19_RNN,Recovered_19_RNN,Confirmed_20_RNN,Deaths_20_RNN,Recovered_20_RNN,Confirmed_21_RNN,Deaths_21_RNN,Recovered_21_RNN,Confirmed_22_RNN,Deaths_22_RNN,Recovered_22_RNN,Confirmed_23_RNN,Deaths_23_RNN,Recovered_23_RNN,Confirmed_24_RNN,Deaths_24_RNN,Recovered_24_RNN,Confirmed_25_RNN,Deaths_25_RNN,Recovered_25_RNN,Confirmed_26_RNN,Deaths_26_RNN,Recovered_26_RNN,Confirmed_27_RNN,Deaths_27_RNN,Recovered_27_RNN,Confirmed_28_RNN,Deaths_28_RNN,Recovered_28_RNN,Confirmed_29_RNN,Deaths_29_RNN,Recovered_29_RNN,Confirmed_30_RNN,Deaths_30_RNN,Recovered_30_RNN,Confirmed_1_SEIIHURD,Deaths_1_SEIIHURD,Recovered_1_SEIIHURD,Confirmed_2_SEIIHURD,Deaths_2_SEIIHURD,Recovered_2_SEIIHURD,Confirmed_3_SEIIHURD,Deaths_3_SEIIHURD,Recovered_3_SEIIHURD,Confirmed_4_SEIIHURD,Deaths_4_SEIIHURD,Recovered_4_SEIIHURD,Confirmed_5_SEIIHURD,Deaths_5_SEIIHURD,Recovered_5_SEIIHURD,Confirmed_6_SEIIHURD,Deaths_6_SEIIHURD,Recovered_6_SEIIHURD,Confirmed_7_SEIIHURD,Deaths_7_SEIIHURD,Recovered_7_SEIIHURD,Confirmed_8_SEIIHURD,Deaths_8_SEIIHURD,Recovered_8_SEIIHURD,Confirmed_9_SEIIHURD,Deaths_9_SEIIHURD,Recovered_9_SEIIHURD,Confirmed_10_SEIIHURD,Deaths_10_SEIIHURD,Recovered_10_SEIIHURD,Confirmed_11_SEIIHURD,Deaths_11_SEIIHURD,Recovered_11_SEIIHURD,Confirmed_12_SEIIHURD,Deaths_12_SEIIHURD,Recovered_12_SEIIHURD,Confirmed_13_SEIIHURD,Deaths_13_SEIIHURD,Recovered_13_SEIIHURD,Confirmed_14_SEIIHURD,Deaths_14_SEIIHURD,Recovered_14_SEIIHURD,Confirmed_15_SEIIHURD,Deaths_15_SEIIHURD,Recovered_15_SEIIHURD,Confirmed_16_SEIIHURD,Deaths_16_SEIIHURD,Recovered_16_SEIIHURD,Confirmed_17_SEIIHURD,Deaths_17_SEIIHURD,Recovered_17_SEIIHURD,Confirmed_18_SEIIHURD,Deaths_18_SEIIHURD,Recovered_18_SEIIHURD,Confirmed_19_SEIIHURD,Deaths_19_SEIIHURD,Recovered_19_SEIIHURD,Confirmed_20_SEIIHURD,Deaths_20_SEIIHURD,Recovered_20_SEIIHURD,Confirmed_21_SEIIHURD,Deaths_21_SEIIHURD,Recovered_21_SEIIHURD,Confirmed_22_SEIIHURD,Deaths_22_SEIIHURD,Recovered_22_SEIIHURD,Confirmed_23_SEIIHURD,Deaths_23_SEIIHURD,Recovered_23_SEIIHURD,Confirmed_24_SEIIHURD,Deaths_24_SEIIHURD,Recovered_24_SEIIHURD,Confirmed_25_SEIIHURD,Deaths_25_SEIIHURD,Recovered_25_SEIIHURD,Confirmed_26_SEIIHURD,Deaths_26_SEIIHURD,Recovered_26_SEIIHURD,Confirmed_27_SEIIHURD,Deaths_27_SEIIHURD,Recovered_27_SEIIHURD,Confirmed_28_SEIIHURD,Deaths_28_SEIIHURD,Recovered_28_SEIIHURD,Confirmed_29_SEIIHURD,Deaths_29_SEIIHURD,Recovered_29_SEIIHURD,Confirmed_30_SEIIHURD,Deaths_30_SEIIHURD,Recovered_30_SEIIHURD,Confirmed_1_SEIR,Deaths_1_SEIR,Recovered_1_SEIR,Confirmed_2_SEIR,Deaths_2_SEIR,Recovered_2_SEIR,Confirmed_3_SEIR,Deaths_3_SEIR,Recovered_3_SEIR,Confirmed_4_SEIR,Deaths_4_SEIR,Recovered_4_SEIR,Confirmed_5_SEIR,Deaths_5_SEIR,Recovered_5_SEIR,Confirmed_6_SEIR,Deaths_6_SEIR,Recovered_6_SEIR,Confirmed_7_SEIR,Deaths_7_SEIR,Recovered_7_SEIR,Confirmed_8_SEIR,Deaths_8_SEIR,Recovered_8_SEIR,Confirmed_9_SEIR,Deaths_9_SEIR,Recovered_9_SEIR,Confirmed_10_SEIR,Deaths_10_SEIR,Recovered_10_SEIR,Confirmed_11_SEIR,Deaths_11_SEIR,Recovered_11_SEIR,Confirmed_12_SEIR,Deaths_12_SEIR,Recovered_12_SEIR,Confirmed_13_SEIR,Deaths_13_SEIR,Recovered_13_SEIR,Confirmed_14_SEIR,Deaths_14_SEIR,Recovered_14_SEIR,Confirmed_15_SEIR,Deaths_15_SEIR,Recovered_15_SEIR,Confirmed_16_SEIR,Deaths_16_SEIR,Recovered_16_SEIR,Confirmed_17_SEIR,Deaths_17_SEIR,Recovered_17_SEIR,Confirmed_18_SEIR,Deaths_18_SEIR,Recovered_18_SEIR,Confirmed_19_SEIR,Deaths_19_SEIR,Recovered_19_SEIR,Confirmed_20_SEIR,Deaths_20_SEIR,Recovered_20_SEIR,Confirmed_21_SEIR,Deaths_21_SEIR,Recovered_21_SEIR,Confirmed_22_SEIR,Deaths_22_SEIR,Recovered_22_SEIR,Confirmed_23_SEIR,Deaths_23_SEIR,Recovered_23_SEIR,Confirmed_24_SEIR,Deaths_24_SEIR,Recovered_24_SEIR,Confirmed_25_SEIR,Deaths_25_SEIR,Recovered_25_SEIR,Confirmed_26_SEIR,Deaths_26_SEIR,Recovered_26_SEIR,Confirmed_27_SEIR,Deaths_27_SEIR,Recovered_27_SEIR,Confirmed_28_SEIR,Deaths_28_SEIR,Recovered_28_SEIR,Confirmed_29_SEIR,Deaths_29_SEIR,Recovered_29_SEIR,Confirmed_30_SEIR,Deaths_30_SEIR,Recovered_30_SEIR,Confirmed_1_SIRDp,Deaths_1_SIRDp,Recovered_1_SIRDp,Confirmed_5_SIRDp,Deaths_5_SIRDp,Recovered_5_SIRDp,Confirmed_30_SIRDp,Deaths_30_SIRDp,Recovered_30_SIRDp,Confirmed_1_SIRFp,Deaths_1_SIRFp,Recovered_1_SIRFp,Confirmed_5_SIRFp,Deaths_5_SIRFp,Recovered_5_SIRFp,Confirmed_30_SIRFp,Deaths_30_SIRFp,Recovered_30_SIRFp,Confirmed_1_SIRp,Deaths_1_SIRp,Recovered_1_SIRp,Confirmed_5_SIRp,Deaths_5_SIRp,Recovered_5_SIRp,Confirmed_30_SIRp,Deaths_30_SIRp,Recovered_30_SIRp
US,,2020-04-16,667801,32916,54703,669272.0,675110.0,681190.0,752733.0,718541.0,770764.0,741068.0,734190.0,,,,,,,,,,,,,,,,,,,,,,,35031.0,34943.0,34214.0,33147.0,33298.0,34864.0,35202.0,32357.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635172.0,635670.0,653531.0,685289.0,727929.0,743656.0,756828.0,,28289.0,,,,,,,,,,,,,,,,687676.5,34941.08984375,61102.78515625,,,,,,,,,,,,,,,,,,,669999.9375,28092.22265625,87653.0546875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,776192.0444140306,21190.291008850327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684688.061787706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605456.0,33196.0,49136.0,539773.0,33388.0,44388.0,,,,605457.0,33196.0,49136.0,539774.0,33388.0,44387.0,,,,599294.0,,98035.0,537755.0,,94178.0,,,
US,,2020-04-17,699706,36773,58545,701996.0,708473.0,709694.0,714273.0,803659.0,760974.0,818923.0,787941.0,779839.0,,,,,,,,,,,,,,,,,,,,,,37621.0,37210.0,36858.0,36199.0,34680.0,34973.0,37358.0,37262.0,34228.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661145.0,661991.0,689056.0,730774.0,784228.0,803892.0,819909.0,,30711.0,,,,,,,,,,,,,,,,,,713124.5,36084.6015625,67401.40625,,,,,,,,,,,,,,,,,,,696532.125,28231.14453125,98670.0546875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,836387.7887513508,23106.46222034579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718239.5221936204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629933.0,35699.0,53796.0,565658.0,35966.0,47543.0,,,,629935.0,35698.0,53796.0,565659.0,35966.0,47543.0,,,,623426.0,,106002.0,563491.0,,100885.0,,,
US,,2020-04-18,732197,38664,64840,730316.0,740632.0,787958.0,747422.0,748544.0,858424.0,806167.0,883660.0,836529.0,827258.0,,,,,,,,,,,,,,,,,,,,,39965.0,40006.0,39303.0,40604.0,38859.0,36539.0,36943.0,39594.0,38939.0,37206.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,701985.0,,687117.0,688313.0,726513.0,779279.0,844881.0,869008.0,37618.0,,33342.0,,,,,,,,,,,,,,,,,,,,738019.1875,37169.73828125,74323.7421875,,,,,,,,,,,,,,,,,,,721707.375,28246.83984375,110073.890625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900450.32965549,25150.92584925229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,752245.0793987663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655091.0,38396.0,58564.0,589937.0,38251.0,52983.0,,,,655092.0,38396.0,58564.0,589939.0,38251.0,52983.0,,,,648172.0,,114243.0,587716.0,,109534.0,,,
US,,2020-04-19,759086,40661,70337,756375.0,768441.0,823462.0,848145.0,787254.0,783836.0,913141.0,855046.0,945089.0,887332.0,880080.0,,,,,,,,,,,,,,,,,,,,41148.0,41783.0,42442.0,41526.0,44892.0,40711.0,38608.0,38681.0,41696.0,40731.0,40457.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,733553.0,732893.0,,713090.0,714634.0,766006.0,831003.0,910225.0,40521.0,42515.0,,36197.0,,,,,,,,,,,,,,,,,,,,,,762244.75,38190.66796875,81888.40625,,,,,,,,,,,,,,,,,,,745411.875,28234.01953125,121628.34375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,968614.8669977469,27331.412259674657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,786712.241087938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679939.0,41110.0,63778.0,613558.0,40651.0,58447.0,,,,679939.0,41110.0,63778.0,613559.0,40652.0,58447.0,,,,672613.0,,122940.0,611225.0,,118310.0,,,
US,,2020-04-20,784326,42094,72329,783715.0,795129.0,853749.0,860116.0,913320.0,826147.0,822713.0,967890.0,907224.0,993309.0,938639.0,935454.0,,,,,,,,,,,,,,,,,,,42917.0,43163.0,43648.0,44977.0,44307.0,49764.0,43035.0,41078.0,41029.0,44742.0,43000.0,42414.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,757873.0,764803.0,763800.0,,739062.0,740956.0,807645.0,886160.0,42070.0,44312.0,48051.0,,39297.0,,,,,,,,,,,,,,,,,,,,,,,,785650.3125,39149.5390625,90126.0234375,,,,,,,,,,,,,,,,,,,767567.25,28217.31640625,133075.015625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1041128.8546149208,29656.144590647764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,821648.795021885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704062.0,43657.0,69237.0,637357.0,43242.0,64005.0,,,,704063.0,43657.0,69237.0,637358.0,43242.0,64005.0,,,,696380.0,,131635.0,634836.0,,127346.0,,,
US,,2020-04-21,811865,44444,75204,809213.0,822870.0,836809.0,944571.0,913767.0,983979.0,870864.0,866280.0,1083840.0,962184.0,1062533.0,994739.0,994548.0,,,,,,,,,,,,,,,,,,45314.0,45049.0,45040.0,47596.0,47405.0,48685.0,51559.0,44886.0,43040.0,43196.0,47525.0,45041.0,44887.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789835.0,779804.0,796053.0,794708.0,,765035.0,767277.0,851548.0,42510.0,45487.0,48457.0,54307.0,,42663.0,,,,,,,,,,,,,,,,,,,,,,,,,,808066.8125,40049.69921875,99069.0859375,,,,,,,,,,,,,,,,,,,788129.25,28204.349609375,144154.390625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1118252.9912690842,32133.873304447763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,857060.9846264531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,727817.0,46218.0,74332.0,661736.0,45990.0,69302.0,,,,727819.0,46218.0,74332.0,661738.0,45990.0,69302.0,,,,719765.0,,139925.0,658941.0,,136186.0,,,
US,,2020-04-22,840220,46622,77366,837414.0,847331.0,862130.0,877920.0,1006709.0,965824.0,1061909.0,919986.0,912026.0,1163432.0,1019529.0,1197930.0,1054452.0,1063099.0,,,,,,,,,,,,,,,,,47648.0,47530.0,47186.0,47168.0,49346.0,49945.0,52117.0,53459.0,46974.0,45757.0,45495.0,50875.0,47514.0,48434.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,813508.0,818597.0,802366.0,827303.0,825615.0,,791007.0,793599.0,44339.0,44324.0,49181.0,52991.0,61378.0,,46317.0,,,,,,,,,,865437.3125,45688.1796875,84894.65625,,,,,,,,,,,,,,,,829328.0,40894.37109375,108745.703125,,,,,,,,,,,,,,,,,,,807086.5,28196.09375,154627.09375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785701.6306226696,26139.86070689119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200261.5843929816,34773.894666499924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,846300.8929211635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,892956.6680294218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751022.0,48834.0,79201.0,686990.0,48969.0,74690.0,,,,751025.0,48834.0,79201.0,686991.0,48969.0,74690.0,,,,742585.0,,148051.0,683833.0,,145312.0,,,
US,,2020-04-23,869170,49954,80203,,878276.0,884029.0,904802.0,935431.0,1082713.0,1022871.0,1146836.0,972027.0,960804.0,1241021.0,1081058.0,1280308.0,1117714.0,1129826.0,,,,,,,,,,,,,,,,,49864.0,49719.0,49460.0,50369.0,52667.0,52904.0,56900.0,56259.0,49878.0,47857.0,47859.0,54571.0,49840.0,50829.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,839841.0,847358.0,825939.0,858553.0,856523.0,,816980.0,,46154.0,46138.0,53176.0,57949.0,69370.0,,50283.0,,,,,,,,,,,,885024.25,46870.51171875,92059.3515625,,,,,,,,,,,,,,,,849286.875,41686.55078125,119174.9375,,,,,,,,,,,,,,,,,,,824456.25,28191.466796875,164292.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,809030.8373934324,27338.04467388369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1287442.4523374059,37586.05819425095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,876337.2667881065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,929342.9681738687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,712042.0,51936.0,80572.0,,,,,,,712043.0,51936.0,80572.0,,,,,,,708519.0,,154908.0,,,
US,,2020-04-24,905333,51949,99079,,,931564.0,924591.0,947611.0,983618.0,1184937.0,1085075.0,1238647.0,1022961.0,1013579.0,1325388.0,1142559.0,1359094.0,1185674.0,1202192.0,,,,,,,,,,,,,,,,,56185.0,51669.0,51892.0,55043.0,56078.0,56525.0,62189.0,58554.0,52218.0,50740.0,50501.0,57806.0,52321.0,54737.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,866174.0,876120.0,849965.0,889803.0,887430.0,,,,47968.0,47952.0,57494.0,63370.0,78401.0,,,,,,,,,,,,,,,,903873.375,48153.70703125,99969.578125,,,,,,,,,,,,,,,,867828.4375,42429.03515625,130362.203125,,,,,,,,,,,,,,,,,,,840280.625,28189.138671875,173000.71875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,832161.9236858005,28531.259258681977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1380097.389780822,40580.79166559944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,906446.6549237872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,966225.3897142819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,736363.0,54661.0,86688.0,,,,,,,736364.0,54661.0,86688.0,,,,,,,732505.0,,164397.0,,,
US,,2020-04-25,938154,53755,100372,,,,973879.0,966452.0,991769.0,1047629.0,1300744.0,1159970.0,1339630.0,1076598.0,1067758.0,1415336.0,1209206.0,1464106.0,1259508.0,1285872.0,,,,,,,,,,,,,,,,,59738.0,53798.0,54365.0,60260.0,59703.0,59898.0,68045.0,61302.0,55434.0,53596.0,53039.0,61246.0,54969.0,59009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,892507.0,904881.0,873744.0,921053.0,918338.0,,,,49783.0,49766.0,62164.0,69299.0,88609.0,,,,,,,,,,,,,,,,,,922786.875,49432.734375,108549.7109375,,,,,,,,,,,,,,,,884876.5625,43124.45703125,142294.609375,,,,,,,,,,,,,,,,,,,854621.3125,28188.095703125,180661.28125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,855095.6730205384,29718.84411084859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1478542.6501897438,43769.12447384139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,936629.154767455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1003608.17143451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760255.0,57388.0,92295.0,,,,,,,760257.0,57388.0,92295.0,,,,,,,756031.0,,173314.0,,,
US,,2020-04-26,965783,54881,106988,,,,,1022065.0,1009468.0,1038400.0,1109853.0,1384513.0,1228250.0,1474080.0,1136604.0,1127773.0,1505403.0,1280514.0,1564441.0,1337528.0,1375491.0,,,,,,,,,,,,,,,,,64510.0,56182.0,56939.0,66122.0,64531.0,68086.0,74641.0,64354.0,58037.0,56639.0,55944.0,64461.0,57794.0,66086.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,918840.0,933643.0,898134.0,952303.0,,,,,51597.0,51580.0,67213.0,75783.0,,,,,,,,,,,,,,,,,,,,,942269.9375,50655.24609375,117770.7734375,,,,,,,,,,,,,,,,900397.625,43775.3671875,154936.453125,,,,,,,,,,,,,,,,,,,867555.3125,28187.6953125,187241.765625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877832.7490861462,30900.455342773046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1583109.18018259,47162.708440718445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,966884.8161210492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1041507.5036091036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,783562.0,60164.0,97576.0,,,,,,,783564.0,60164.0,97576.0,,,,,,,778954.0,,181964.0,,,
US,,2020-04-27,988197,56259,111424,,,,,,1075921.0,1055022.0,1089383.0,1179796.0,1476430.0,1295398.0,1594891.0,1200827.0,1193737.0,1594005.0,1356807.0,1670878.0,1421562.0,1465025.0,,,,,,,,,,,,,,,,,67555.0,58758.0,59648.0,86444.0,68893.0,78018.0,81961.0,67103.0,60810.0,60210.0,59033.0,67310.0,60808.0,69891.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,945173.0,962404.0,919285.0,,,,,,53412.0,53394.0,72671.0,,,,,,,,,,,,,,,,,,,,,,,,962329.8125,51787.70703125,127617.5546875,,,,,,,,,,,,,,,,914397.375,44384.21875,168225.125,,,,,,,,,,,,,,,,,,,879170.25,28187.58203125,192764.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900374.2722108,32075.297618744284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1694142.6307679345,50773.83617409673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,997213.6493876608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1079918.7932449977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
